annotation_id,annotator,created_at,id,label,lead_time,text,updated_at
11223,1,2025-11-15T10:38:15.491017Z,130,"[{""start"":36,""end"":44,""text"":""Facebook"",""labels"":[""SERVICE""]},{""start"":90,""end"":98,""text"":""Facebook"",""labels"":[""SERVICE""]}]",343.541,How do I tag someone in a status in Facebook?. How do I tag friends in a status update on Facebook?,2025-11-15T10:38:15.491017Z
11224,1,2025-11-15T10:39:08.568072Z,131,[],144.367,"For a software development project, what is the best type of wiki?. I am trying to set up a wiki/management system for a software project and keep getting confused by the myriad of options available. I have seen TWiki and Plone before, which bill themselves as enterprise level components. Would they be better to use than something like, say, MediaWiki? What are some other suggestions for wiki/management software?",2025-11-15T10:39:10.629062Z
11225,1,2025-11-15T10:39:57.201799Z,132,"[{""start"":58,""end"":61,""text"":""RSS"",""labels"":[""FEATURE""]},{""start"":101,""end"":108,""text"":""twitter"",""labels"":[""SERVICE""]},{""start"":130,""end"":133,""text"":""rss"",""labels"":[""FEATURE""]},{""start"":209,""end"":215,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":239,""end"":244,""text"":""Yahoo"",""labels"":[""SERVICE""]}]",198.385,A couple of options: Follow the (private authenticated) RSS feed of your @replies/mentions: http://twitter.com/statuses/replies.rss - since its authenticated it will require you to sign in and won't work in Google Reader (unless you use Yahoo Pipes as an intermediary ) Use a web-based service (such as http://pu.ly ) to monitor your mentions and email you when they appear,2025-11-15T10:39:57.201799Z
11226,1,2025-11-15T10:40:01.419329Z,133,"[{""start"":7,""end"":14,""text"":""YouTube"",""labels"":[""SERVICE""]},{""start"":132,""end"":139,""text"":""YouTube"",""labels"":[""SERVICE""]}]",131.191,"Poor YouTube performance may be due to the following issues : Poor internet connectivity (500Kb/s is recommended). Server load on YouTube, which can be caused by too many simultaneous viewers. Issues with your browser cache. Issue # 1 can be addressed by signing up with an ISP which provides faster internet connectivity. Issue # 3 can be addressed by clearing your browser cache .",2025-11-15T10:40:01.419329Z
11227,1,2025-11-15T10:40:22.294331Z,134,"[{""start"":61,""end"":68,""text"":""Firefox"",""labels"":[""APP""]},{""start"":72,""end"":78,""text"":""Chrome"",""labels"":[""APP""]},{""start"":229,""end"":233,""text"":""word"",""labels"":[""APP""]}]",127.456,"Yes, you can use Adblock Plus to hide these ads if you use Firefox or Chrome. If you just want to stop getting spooked by their relevance to you, you don't have to start wearing tin foil on your head, you can just opt out of Adwords and maybe opt out of Analytics too whilst you're at it :)",2025-11-15T10:40:22.294331Z
11228,1,2025-11-15T10:41:07.682431Z,135,"[{""start"":31,""end"":37,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":44,""end"":50,""text"":""Google"",""labels"":[""SERVICE""]}]",781.842,"How to remove the left tab on iGoogle. The iGoogle pages now have ""tabs"" on the left side. I only use one tab, ever, so I don't really have any use for them. Is there a way to minimize them so they don't take up a bunch of space?",2025-11-15T10:41:07.682431Z
11229,1,2025-11-15T10:41:16.822530Z,136,"[{""start"":74,""end"":79,""text"":""Yahoo"",""labels"":[""SERVICE""]},{""start"":124,""end"":127,""text"":""RSS"",""labels"":[""FEATURE""]}]",206.452,"Here's an article that describes the process .  Essentially you can use Yahoo Pipes to find replies or mentions within an RSS feed, then provide that feed to the FeedMyInbox service.",2025-11-15T10:41:16.822530Z
11230,1,2025-11-15T10:41:40.926322Z,138,[],207.432,Mention Notifier is a free service that should do the job: http://software.engraph.com/managementionnotifier/default.aspx,2025-11-15T10:41:40.926322Z
11231,1,2025-11-15T10:41:51.143898Z,139,[],167.753,"If they're really unwanted, you can add them to your ignore list. You can ignore a specific contact and stop all communication from the contact. You also appear offline to that contact’s Messenger List.",2025-11-15T10:41:51.143898Z
11232,1,2025-11-15T10:42:22.419834Z,140,"[{""start"":52,""end"":62,""text"":""encryption"",""labels"":[""FEATURE""]}]",127.662,Where can I find a paste service with (client side) encryption?. I want to: paste / edit a text snippet online encrypt that snippet in my browser store that snippet online tell some of my folks about the URL to the snippet AND the passphrase are there services like that available?,2025-11-15T10:42:25.138592Z
11233,1,2025-11-15T10:42:39.451889Z,141,[],87.669,"You really can't beat Confluence , especially for $10 (for 10 or fewer users). We use it at my job and it is really fantastic. The organization takes a little getting used to, though.",2025-11-15T10:42:39.451889Z
11234,1,2025-11-15T10:43:14.099400Z,142,[],30.213,"URL shortening web services/web sites. Does it matter which URL shortening web service you use when shortening URLs? Why will one choose, say TinyUrl over any other?
And is their a lifespan for the shortened URL, will there be a guarantee that it will always be available after it is created?",2025-11-15T10:43:14.099400Z
11235,1,2025-11-15T10:44:04.978923Z,143,[],242.548,"I've found the MediaWiki wiki to be very flexible and useful. As a bonus, it's very familiar to anyone who's used Wikipedia.",2025-11-15T10:44:04.978923Z
11236,1,2025-11-15T10:47:10.319525Z,144,"[{""start"":106,""end"":112,""text"":""Google"",""labels"":[""SERVICE""]}]",382.303,"I like the CODE FORGE kind of applications, like Trac or Redmine, if you have some place to host it. Or Google Code / SourceForge for free hosted options if you don't mind doing your projects open source.",2025-11-15T10:47:10.319525Z
11237,1,2025-11-15T10:47:45.140546Z,145,"[{""start"":90,""end"":115,""text"":""two-factor authentication"",""labels"":[""FEATURE""]},{""start"":169,""end"":173,""text"":""word"",""labels"":[""APP""]},{""start"":194,""end"":201,""text"":""General"",""labels"":[""UI_ELEMENT""]},{""start"":560,""end"":563,""text"":""api"",""labels"":[""FEATURE""]}]",396.795,"I've noticed what you're describing as well.  At least with some sites, if they provide two-factor authentication , they ask you to verify factors beyond username/password from time-to-time.  Generally, I've been able to resolve this by going to the site manually to verify my additional factors.  Then when I refresh, the information updates again. Two-factor security seems to be more and more prevalent with banking sites.  I know Citibank does it for their student loan website.  Vanguard does it for their site as well.  Chevy Chase Bank (now owned by Capital One) does it on their website too, but I haven't had any update problems on that account with mint.com.",2025-11-15T10:47:45.140546Z
11238,1,2025-11-15T10:48:15.889288Z,146,[],127.825,"We use DokuWiki Here is a comparison chart between DokuWiki, MediaWiki, TWiki and TracWiki",2025-11-15T10:48:15.889288Z
11239,1,2025-11-15T10:48:23.112774Z,147,[],597.027,"I recommend going with the best-known (which personally for me is TinyURL) for the simple fact that people will trust it a little bit more. When I see some of the others out there, I really do hesitate to click.",2025-11-15T10:48:23.112774Z
11240,1,2025-11-15T10:48:37.501009Z,148,"[{""start"":34,""end"":39,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":86,""end"":91,""text"":""Gmail"",""labels"":[""SERVICE""]}]",120.681,How to forward multiple emails in Gmail. Is it possible to forward multiple emails in Gmail without doing each one individually?,2025-11-15T10:48:37.501009Z
11241,1,2025-11-15T10:48:44.165683Z,149,"[{""start"":176,""end"":184,""text"":""Facebook"",""labels"":[""SERVICE""]}]",153.852,"Simply preface a person's name with an @ sign when you type it in a status.  For instance, if you want to tag your friend Joe Someone in your status, begin by typing @Joe .  Facebook will automatically open a drop down where you can select his name.",2025-11-15T10:48:44.165683Z
11242,1,2025-11-15T10:48:53.933973Z,150,"[{""start"":28,""end"":36,""text"":""settings"",""labels"":[""UI_ELEMENT""]},{""start"":56,""end"":64,""text"":""Facebook"",""labels"":[""SERVICE""]},{""start"":177,""end"":185,""text"":""Facebook"",""labels"":[""SERVICE""]}]",21.822,"Even though your security settings are ""locked down"", Facebook still can use your friends list to find other people you may know. Other people may not be able to find you but Facebook can and will still use your information (such as your friend list). They cross reference your list of friends to your friends' friend list to find people you may know. There is probably some kind of complex algorithm behind who exactly they suggest. The algorithm probably checks for multiple friends in common, current location (for distance), similar groups, similar schools, employers, etc.",2025-11-15T10:48:53.933973Z
11243,1,2025-11-15T10:49:13.895919Z,151,[],50.206,PBWorks provides a bunch of features for collaborating on a project.,2025-11-15T10:49:13.895919Z
11244,1,2025-11-15T10:49:19.054154Z,152,"[{""start"":0,""end"":10,""text"":""Select All"",""labels"":[""UI_ELEMENT""]},{""start"":22,""end"":30,""text"":""Facebook"",""labels"":[""SERVICE""]},{""start"":45,""end"":55,""text"":""select all"",""labels"":[""UI_ELEMENT""]}]",137.152,"Select All Friends in Facebook. How does one select all friends when trying to invite them into groups, etc.?",2025-11-15T10:49:19.054154Z
11245,1,2025-11-15T10:49:30.229116Z,153,"[{""start"":204,""end"":209,""text"":""Gmail"",""labels"":[""SERVICE""]}]",152.344,"If they're all in a single conversation, then yes: click the Forward All link in the top right when viewing the conversation.  Otherwise, no, you cannot bulk-forward random emails. In newer versions of Gmail this has moved to the More button under Forward All , and is only visible when you are viewing a conversation of stacked email (stacked by title replies):",2025-11-15T10:49:30.229116Z
11246,1,2025-11-15T10:54:28.471079Z,154,"[{""start"":22,""end"":28,""text"":""PBWiki"",""labels"":[""SERVICE""]},{""start"":200,""end"":206,""text"":""PBWiki"",""labels"":[""SERVICE""]}]",805.793,"You should consider PBWiki which has a really great interface, is free for small projects, user-level access controll and more fun features. (Not to mention I've used it myself with great results.) PBWiki Features",2025-11-15T10:54:28.471079Z
11247,1,2025-11-15T10:54:47.806598Z,155,"[{""start"":294,""end"":307,""text"":""wordpress.com"",""labels"":[""SERVICE""]},{""start"":294,""end"":303,""text"":""wordpress"",""labels"":[""APP""]},{""start"":294,""end"":298,""text"":""word"",""labels"":[""APP""]}]",109.994,Is there a web application that allows you to set up a wiki in 10 minutes?. I've attempted to set up a wiki a couple times but left it go because the complexity overcame the time I had to do it. Is there a web application that allows you to easily set up a free wiki in 10 minutes the same way wordpress.com allows you to set up a free blog in 10 minutes?,2025-11-15T10:54:47.806598Z
11248,1,2025-11-15T10:54:54.951629Z,156,[],135.584,"Click on the invite button, paste this code in to your address bar: javascript:elms=document.getElementById('friends').getElementsByTagName('li');for(var fid in elms){if(typeof elms[fid] === 'object'){fs.click(elms[fid]);}} and hit enter. All friends will be selected, enjoy!",2025-11-15T10:54:58.074404Z
11249,1,2025-11-15T10:59:44.319802Z,157,"[{""start"":28,""end"":44,""text"":""privacy settings"",""labels"":[""FEATURE""]},{""start"":28,""end"":44,""text"":""privacy settings"",""labels"":[""UI_ELEMENT""]},{""start"":36,""end"":44,""text"":""settings"",""labels"":[""UI_ELEMENT""]},{""start"":48,""end"":56,""text"":""Facebook"",""labels"":[""SERVICE""]}]",250.228,"This would go against the privacy settings on Facebook. If you need a private communication channel, I suggest you send them a private message with your own address, and ask them to contact you.",2025-11-15T10:59:44.319802Z
11250,1,2025-11-15T11:00:06.493427Z,158,[],180.957,"I like 37signals's Basecamp software. You get a great, inexpensive hosted solution with a lot of useful features.",2025-11-15T11:00:06.493427Z
11251,1,2025-11-15T11:00:48.558612Z,159,"[{""start"":127,""end"":134,""text"":""Twitter"",""labels"":[""SERVICE""]},{""start"":266,""end"":268,""text"":""ie"",""labels"":[""APP""]}]",234.691,"A lot of apps have a url shortener built in, which explains why some people use some obscure ones. For instance HootSuite (a Twitter 3rd party app) has a shortener for new posts, and the output is in http://ow.ly format.  Many companies are getting into the game (ie NYTimes) -- perhaps for traffic analysis for their own purposes?",2025-11-15T11:00:48.558612Z
11252,1,2025-11-15T11:01:34.647988Z,160,"[{""start"":293,""end"":300,""text"":""Twitter"",""labels"":[""SERVICE""]},{""start"":457,""end"":464,""text"":""Twitter"",""labels"":[""SERVICE""]}]",247.463,"If you're creating the links and you want to be able to track activity through that link (maybe as part of a marketing campaign), then I'd recommend bit.ly.  If you take any bit.ly link and add a + symbol to the end of it, you can get a bunch of stats about how that link has been shared on Twitter, how many people have clicked through etc I agree with Kyle's point about picking a well known service for trust reasons, bit.ly is the default shortner on Twitter and very well known, so no problems there.",2025-11-15T11:01:34.647988Z
11253,1,2025-11-15T11:01:54.606707Z,161,"[{""start"":125,""end"":132,""text"":""Archive"",""labels"":[""UI_ELEMENT""]},{""start"":402,""end"":409,""text"":""Twitter"",""labels"":[""SERVICE""]},{""start"":461,""end"":468,""text"":""Twitter"",""labels"":[""SERVICE""]}]",141.83,"The short answer is, there isn't. This has been recognized as a serious long term issue by many , and as such, an Internet Archive related project called 301 Works has sprung up to address this basically by providing redundancy to each providers records in case one disappears. Personally, I'd stick with bit.ly or tinyurl.com as they are the best and oldest (respectively) out there.  The fact that Twitter currently relies on bit.ly to shorten URLs through Twitter.com speaks volumes.",2025-11-15T11:01:54.606707Z
11254,1,2025-11-15T11:02:12.789020Z,163,"[{""start"":36,""end"":42,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":136,""end"":142,""text"":""Google"",""labels"":[""SERVICE""]}]",184.96,"How do I get a 3D building added to Google Earth / Maps?. I noticed that there wasn't a 3D model available for a particular location on Google Earth. I know how this building looks, so how would I contribute by making a model of it?",2025-11-15T11:02:12.789020Z
11255,1,2025-11-15T11:02:30.181924Z,164,"[{""start"":250,""end"":258,""text"":""settings"",""labels"":[""UI_ELEMENT""]},{""start"":513,""end"":519,""text"":""delete"",""labels"":[""UI_ELEMENT""]}]",215.076,"You need to put a contact on your Ignore List first, otherwise they can still see you when you are online and send you a message, because your ID is still on their Messenger list. Here's what to do: Right click on their icon Scroll down to stealth settings Change them to appear permanently offline. Then click on messenger (top left on the messenger window) Click preferences Scroll down to ignore list Click and in the next window add them to your ignore list Click OK Then go back Right click their icon and delete. Note: there is a limit of 100 names that you can put on permanent ignore. Also try: http://nobuddy.zak.2ya.com/ http://www.vizgin.com/remover.php which ""claim"" to remove you from their list. All of this is untested by me.  Good luck!",2025-11-15T11:02:30.181924Z
11256,1,2025-11-15T11:03:20.522724Z,165,[],120.744,Wikia is the most common place I've seen to create community wikis on a given topic.,2025-11-15T11:03:20.522724Z
11257,1,2025-11-15T11:03:52.724195Z,166,[],58.551,"In addition to the two-factor security issue that Scott mentioned, you may need to report the problem to Mint.com's technical team so they can take a look and see what's going on. You can report a problem by clicking ""Get Help"" in the top right corner of the screen (or clicking this link ).",2025-11-15T11:03:52.724195Z
11258,1,2025-11-15T11:04:25.978941Z,167,"[{""start"":2,""end"":8,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":29,""end"":35,""text"":""google"",""labels"":[""SERVICE""]}]",91.231,Google Sites (http://sites.google.com) lets you set up a free wiki really quickly.  It's a really powerful system with lots of cool features.  We use it for our companies internal wiki and it works really well. The sites you create can be private or public.,2025-11-15T11:04:25.978941Z
11259,1,2025-11-15T11:04:50.764381Z,168,"[{""start"":27,""end"":34,""text"":""YouTube"",""labels"":[""SERVICE""]},{""start"":160,""end"":167,""text"":""YouTube"",""labels"":[""SERVICE""]},{""start"":338,""end"":345,""text"":""YouTube"",""labels"":[""SERVICE""]},{""start"":410,""end"":417,""text"":""YouTube"",""labels"":[""SERVICE""]}]",158.575,"I have also noticed that YouTube videos tend to load slowly.  I haven't found a complete workaround, but I have installed an extension that allows me to have YouTube videos start buffering in the background when they are opened so that when I choose to watch them I can do so without them constantly stuttering. The name of this script YouTube Enhancer.  It can be found here . It has many other options for YouTube videos including ""Download Link + Quality Selector + Rollover Preview + Media Controller + Media Resizer.""",2025-11-15T11:04:50.764381Z
11260,1,2025-11-15T11:05:08.649533Z,173,"[{""start"":17,""end"":25,""text"":""Facebook"",""labels"":[""SERVICE""]},{""start"":96,""end"":104,""text"":""Facebook"",""labels"":[""SERVICE""]},{""start"":373,""end"":379,""text"":"" block"",""labels"":[""FEATURE""]}]",28.928,"How to only send Facebook Updates to friends who play a game?. I've gotten really into this one Facebook Game, some of my friends play it but most of them don't. Before they kill me, is there a way to ONLY publish updates for my friends who play the game? EDIT: I am looking specifically for how to publish updates a specific way. I can tell everyone That they just have to block it, but that is kind of rude if there is an alternative on my end, and not publishing means that the people who do play won't gain as many benefits from interacting with me.",2025-11-15T11:05:08.649533Z
11261,1,2025-11-15T11:05:14.620992Z,175,"[{""start"":29,""end"":35,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":142,""end"":148,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":377,""end"":383,""text"":""Google"",""labels"":[""SERVICE""]}]",889.084,"You may want to check out: Google's Building Maker: Create 3D buildings online Building Maker is a 3D modeling tool for adding buildings to Google Earth. It's fun to use, and an easy way to get on the 3D map. Here's how it works: Select a city from around the world. Make a building with photos we provide. Save your building and it will be reviewed. See your 3D building in Google Earth!",2025-11-15T11:05:14.620992Z
11262,1,2025-11-15T11:05:37.183703Z,176,"[{""start"":40,""end"":45,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":67,""end"":72,""text"":""gmail"",""labels"":[""SERVICE""]},{""start"":257,""end"":262,""text"":""Gmail"",""labels"":[""SERVICE""]}]",187.56,"Can I merge two conversation threads in Gmail?. I really like that gmail keeps related email messages in one ""thread"" for easy access. But sometimes an email message gets left out. (I suspect the senders email client is misbehaving.) Is there a way to tell Gmail that I want this email message to belong to an ongoing conversation?",2025-11-15T11:05:37.183703Z
11263,1,2025-11-15T11:05:43.354286Z,177,[],369.689,"There isn't a way to search within the site by location.  How about creating a second account, perhaps using a different browser, just for the purposes of searching by your old hometown?  That way you can keep your current account intact.",2025-11-15T11:05:43.354286Z
11264,1,2025-11-15T11:05:57.082184Z,178,[],240.174,"How can I be certain that a URL-shortened link I click isn't going to send me to a dangerous or unwanted site?. When I see a shortened URL, I'm always hesitant to click it because I don't know where the link is going to go.  (In the worst case, it may lead to an XSS exploit against a site that I'm logged in to) How can I tell where the link is going to go? For example, if I see a link to http://tinyurl.com/3yjnm7y I can go to http://preview.tinyurl.com/3yjnm7y and see where the link is going to send me. How can I do the same for other popular URL shortening services (like bit.ly or goo.gl)?",2025-11-15T11:05:57.082184Z
11265,1,2025-11-15T11:06:11.359528Z,179,[],197.654,I like pbworks . Really simple and fast to set up. Some features .,2025-11-15T11:06:11.359528Z
11266,1,2025-11-15T11:06:14.412907Z,180,"[{""start"":2,""end"":8,""text"":""PBwiki"",""labels"":[""SERVICE""]},{""start"":244,""end"":249,""text"":""https"",""labels"":[""FEATURE""]}]",222.51,"PBwiki is/was exactly what you're looking for. They've rebranded as PBworks and added a host of non-wiki features, but individuals/non-profits can still set up a powerful, functional and free wiki in about 15 seconds. Here's the signup link: https://plans.pbworks.com/signup/basic20",2025-11-15T11:06:14.412907Z
11267,1,2025-11-15T11:06:20.993486Z,181,"[{""start"":3,""end"":9,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":101,""end"":107,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":201,""end"":207,""text"":""Google"",""labels"":[""SERVICE""]}]",189.063,"Is Google Voice available outside the United States?. I live in Germany now. I got an invitation for Google Voice, but was unable to make use of it since my location was outside the U.S. Any idea when Google Voice will start to become available in Europe? In Germany, for instance?",2025-11-15T11:06:20.993486Z
11268,1,2025-11-15T11:06:30.694319Z,182,"[{""start"":27,""end"":33,""text"":""Chrome"",""labels"":[""APP""]},{""start"":75,""end"":81,""text"":""chrome"",""labels"":[""APP""]}]",173.046,There's a userscript and Chrome extension available. I've just tried the chrome extension and it does seem to work as advertised.,2025-11-15T11:06:30.694319Z
11269,1,2025-11-15T11:06:35.554792Z,183,"[{""start"":15,""end"":21,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":50,""end"":56,""text"":""delete"",""labels"":[""UI_ELEMENT""]},{""start"":70,""end"":75,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":152,""end"":158,""text"":""delete"",""labels"":[""UI_ELEMENT""]},{""start"":208,""end"":214,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":364,""end"":370,""text"":""Google"",""labels"":[""SERVICE""]}]",75.272,"How do you get Google to retrieve your hacked and deleted emails?. My Gmail account was hacked a while ago, and because the hacker setup a forward that deleted as it worked, I lost a month's worth of emails. Google help (oxymoron) said that I could never get the emails back, but of course we know they keep everything forever. So does anyone know a method to get Google to restore the emails? I'm looking for some customer service trick, or secret email or phone number, or anything. [Yes, I realize since they've admitted that they'll give anything to the Feds that they ask for, I could play that angle, but I'm not looking to go there.]",2025-11-15T11:06:35.554792Z
11270,1,2025-11-15T11:06:45.188832Z,184,"[{""start"":93,""end"":99,""text"":""Google"",""labels"":[""SERVICE""]}]",207.681,Search within library?. Is there a way to search only books available in nearby libraries in Google Books?,2025-11-15T11:06:45.188832Z
11271,1,2025-11-15T11:11:26.895549Z,185,[],217.06,"Jeff Atwood wrote that URL shortening is destroying the web . His argument is that URL shortening distorts PageRank. The internet is the house that
  PageRank built, and it's all
  predicated on hyperlinks. Once you
  start making every link your special
  flavor of ""shortened"" link, framing
  the target content -- heck, maybe
  wrapping it in a few ads for good
  measure -- you've completely turned
  that system on its head.",2025-11-15T11:11:29.076424Z
11272,1,2025-11-15T11:12:14.047036Z,186,"[{""start"":42,""end"":47,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":74,""end"":80,""text"":""labels"",""labels"":[""UI_ELEMENT""]}]",246.518,How can I back up all emails stored in my Gmail account?. Can some or all labels be preserved?,2025-11-15T11:12:14.047036Z
11273,1,2025-11-15T11:12:16.337365Z,187,"[{""start"":9,""end"":15,""text"":""delete"",""labels"":[""UI_ELEMENT""]},{""start"":19,""end"":24,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":51,""end"":56,""text"":""GMail"",""labels"":[""SERVICE""]},{""start"":90,""end"":96,""text"":""delete"",""labels"":[""UI_ELEMENT""]}]",216.559,How do I delete my Gmail account?. I've got an old GMail account I hardly use and want to delete it. What do I need to do?,2025-11-15T11:12:16.337365Z
11274,1,2025-11-15T11:12:18.338154Z,188,"[{""start"":30,""end"":36,""text"":""google"",""labels"":[""SERVICE""]},{""start"":47,""end"":55,""text"":""Settings"",""labels"":[""UI_ELEMENT""]},{""start"":74,""end"":79,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":112,""end"":118,""text"":""Import"",""labels"":[""UI_ELEMENT""]},{""start"":130,""end"":136,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":137,""end"":144,""text"":""Account"",""labels"":[""UI_ELEMENT""]},{""start"":145,""end"":153,""text"":""settings"",""labels"":[""UI_ELEMENT""]},{""start"":218,""end"":223,""text"":""Gmail"",""labels"":[""SERVICE""]}]",66.979,"Check out this page on mail.google.com Click Settings at the top of any Gmail page, and open the Accounts and Import tab. Click Google Account settings. Click Edit next to My products on the right side. Click Remove Gmail permanently.",2025-11-15T11:12:18.338154Z
11275,1,2025-11-15T11:13:03.786057Z,189,"[{""start"":42,""end"":48,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":49,""end"":55,""text"":""Chrome"",""labels"":[""APP""]}]",224.662,"One option would be to open the link in Google Chrome's incognito mode; even if the link is malicious, it won't have access to your cookies. This isn't foolproof however; the link could be crafted to hide any errors if you're not logged in.",2025-11-15T11:13:03.786057Z
11276,1,2025-11-15T11:13:19.637016Z,190,"[{""start"":48,""end"":54,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":99,""end"":105,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":320,""end"":326,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":338,""end"":343,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":370,""end"":376,""text"":""Chrome"",""labels"":[""APP""]}]",100.353,"They haven't yet announced anything regarding Google Voice outside of the US Thanks for visiting Google Voice.
  We're not yet open for users outside
  the US, but are planning to expand our
  service to additional countries in the
  future. Though there are rumours that they have been experimenting with integrating Google Voice into Gmail, perhaps as a feature for Chrome OS",2025-11-15T11:13:19.637016Z
11277,1,2025-11-15T11:13:23.635933Z,191,[],207.921,"You could use a service like Unshorten Services supported: TinyURL.com, SnipURL.com, NotLong.com, Metamark.net, zURL.ws and many others.",2025-11-15T11:13:23.635933Z
11278,1,2025-11-15T11:15:44.064808Z,194,[],90.427,There are a number of URL expanders which should work for many of the 'better' URL shortening services out there - such as LongURL . Many shortening providers do not have this preview functionality which you refer to in the question built in which means that these third party expanders are required.,2025-11-15T11:15:45.288627Z
11279,1,2025-11-15T11:15:55.688138Z,195,[],84.235,"Rather than try to modify the URL to see where it goes (which might not tell you much anyway), open it in another browser (for example Arora is a very simple on) in which you aren't logged-into those sites.",2025-11-15T11:15:55.688138Z
11280,1,2025-11-15T11:16:12.446867Z,196,"[{""start"":48,""end"":53,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":74,""end"":85,""text"":""Google Apps"",""labels"":[""SERVICE""]},{""start"":74,""end"":80,""text"":""Google"",""labels"":[""SERVICE""]}]",209.277,"How do I get rid of ""On Behalf Of"" from my sent Gmail messages?. I have a Google Apps account with 1 primary domain and a secondary alias domain (let's say example.co.uk and example.com). When I send emails from the alias domain, the receiving person sees the sender as ""alex@example.co.uk On Behalf Of alex@example.com"", which is a bit messy. How do I get rid of this?",2025-11-15T11:16:12.446867Z
11281,1,2025-11-15T11:16:57.493336Z,197,"[{""start"":74,""end"":82,""text"":""Settings"",""labels"":[""UI_ELEMENT""]},{""start"":132,""end"":143,""text"":""Thunderbird"",""labels"":[""APP""]},{""start"":145,""end"":152,""text"":""Outlook"",""labels"":[""APP""]}]",383.324,"The most simple way to do this is activating pop3 or IMAP in your ""Mail Settings"" and retrieving the email using your own client (Thunderbird, Outlook, etc.).",2025-11-15T11:16:57.493336Z
11282,1,2025-11-15T11:17:48.180697Z,198,"[{""start"":198,""end"":204,""text"":""delete"",""labels"":[""UI_ELEMENT""]}]",443.161,"No, there isn't. You can mute a thread, but you can't cleanly merge them. One thing you can do: forward an orphaned email to yourself as a response to the thread you want it to be a part of, then delete the original. That won't force your sender to keep things together, nor is it particularly automated, but for reading/archiving purposes it may fit your needs.",2025-11-15T11:17:48.180697Z
11283,1,2025-11-15T11:18:21.886616Z,199,"[{""start"":2,""end"":8,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":9,""end"":20,""text"":""Spreadsheet"",""labels"":[""FILE_TYPE""]},{""start"":232,""end"":243,""text"":""Google Apps"",""labels"":[""SERVICE""]},{""start"":232,""end"":238,""text"":""Google"",""labels"":[""SERVICE""]}]",124.637,"Google Spreadsheets doesn't have Pivot Tables built in.  For any serious data analysis that could be a real deal breaker. However, it does appear that there are apps in the marketplace that add this functionality in, for example: Google Apps Marketplace",2025-11-15T11:18:21.886616Z
11284,1,2025-11-15T11:18:25.832904Z,200,"[{""start"":33,""end"":48,""text"":""Google Calendar"",""labels"":[""SERVICE""]},{""start"":33,""end"":39,""text"":""Google"",""labels"":[""SERVICE""]}]",186.68,"How can I print Event details in Google Calendar?. Is there a way to ""pretty print"" the event description? I want all the details Who, When, Where and Description for a particular event.",2025-11-15T11:18:25.832904Z
11285,1,2025-11-15T11:18:37.302635Z,201,[],205.149,"Lifehacker covered this - you require a US number to terminate calls to, however you can set up a SIP based one that can be used to receive calls anywhere you have an Internet conncetion.",2025-11-15T11:18:38.457048Z
11286,1,2025-11-15T11:18:44.398544Z,202,"[{""start"":226,""end"":232,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":245,""end"":250,""text"":""Yahoo"",""labels"":[""SERVICE""]}]",407.441,"View All Web Analytics in a Single Application?. Is there a web service and/or application which will allow me to monitor the measurements from multiple analytics services? I'd like a single place to view the information from Google Analytics , Yahoo! Web Analytics , Mint , Quantcast , etc.",2025-11-15T11:18:44.398544Z
11287,1,2025-11-15T11:19:25.327181Z,203,"[{""start"":28,""end"":36,""text"":""Facebook"",""labels"":[""SERVICE""]},{""start"":54,""end"":59,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":101,""end"":106,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":175,""end"":182,""text"":""archive"",""labels"":[""UI_ELEMENT""]},{""start"":226,""end"":234,""text"":""Facebook"",""labels"":[""SERVICE""]}]",231.13,"Is there a way I can use my Facebook chat from within Gmail?. I like chatting with people through my Gmail account for a number of reasons, but mostly because these chats are archived and searchable.  Is it possible to use my Facebook chat from within Fmail chat so that I can have the same functionality?",2025-11-15T11:19:25.327181Z
